epoch,accuracy,loss,precision_3,recall_3,val_accuracy,val_loss,val_precision_3,val_recall_3
13,0.8175548315048218,0.7262835502624512,0.8175548315048218,0.8175548315048218,0.7902083396911621,0.8326768279075623,0.7902469635009766,0.7900000214576721
14,0.8162500262260437,0.7070454359054565,0.8177833557128906,0.8162500262260437,0.7867708206176758,0.8699764013290405,0.7867946028709412,0.785729169845581
15,0.8174999952316284,0.7062036395072937,0.817897379398346,0.8168749809265137,0.7906249761581421,0.8592292070388794,0.7907073497772217,0.7906249761581421
16,0.8237500190734863,0.681729257106781,0.8245614171028137,0.8224999904632568,0.7936458587646484,0.8410320281982422,0.7936341762542725,0.7895833253860474
17,0.8162500262260437,0.6952900886535645,0.8159047961235046,0.8143749833106995,0.792395830154419,0.836096465587616,0.792509913444519,0.7913541793823242
18,0.8224999904632568,0.6755340099334717,0.8230143785476685,0.8224999904632568,0.7931249737739563,0.83226478099823,0.7930998206138611,0.7878124713897705
19,0.8293750286102295,0.6679704785346985,0.8297872543334961,0.8287500143051147,0.7882291674613953,0.8606931567192078,0.7892587780952454,0.7853124737739563
20,0.8081250190734863,0.7248390913009644,0.8092848062515259,0.8062499761581421,0.7933333516120911,0.8179149031639099,0.7937434911727905,0.7929166555404663
21,0.8187500238418579,0.6987165212631226,0.8196102976799011,0.8149999976158142,0.7886458039283752,0.8389660716056824,0.7887750864028931,0.786145806312561
22,0.8324999809265137,0.6318392157554626,0.8337515592575073,0.8306249976158142,0.7903125286102295,0.8677383661270142,0.7933008074760437,0.7795833349227905
23,0.8193749785423279,0.6689459085464478,0.8232323527336121,0.8149999976158142,0.7943750023841858,0.8631017208099365,0.7953093647956848,0.7912499904632568
24,0.8106250166893005,0.7012484669685364,0.8138801455497742,0.8062499761581421,0.7925000190734863,0.8183796405792236,0.7951934337615967,0.7858333587646484
25,0.824999988079071,0.661172091960907,0.8302723169326782,0.8193749785423279,0.7969791889190674,0.8325722813606262,0.7980146408081055,0.7955208420753479
26,0.8125,0.6712626814842224,0.8167406320571899,0.8050000071525574,0.7941666841506958,0.8028523325920105,0.7990221977233887,0.7831249833106995
27,0.8268749713897705,0.6256690621376038,0.8331218361854553,0.8206250071525574,0.7943750023841858,0.8323816657066345,0.7973787188529968,0.7858333587646484
28,0.8106250166893005,0.7214121222496033,0.8149556517601013,0.8037499785423279,0.792187511920929,0.8319465517997742,0.7957739233970642,0.784583330154419
29,0.828125,0.639635443687439,0.8346007466316223,0.8231250047683716,0.7898958325386047,0.8310761451721191,0.7990222573280334,0.7661458253860474
30,0.8306249976158142,0.6322362422943115,0.8351231813430786,0.8262500166893005,0.7943750023841858,0.799696683883667,0.7967044711112976,0.7907291650772095
31,0.8306249976158142,0.6366322636604309,0.8363982439041138,0.8243749737739563,0.7946875095367432,0.8026151061058044,0.8009239435195923,0.776562511920929
32,0.8431249856948853,0.5928328633308411,0.8486383557319641,0.8374999761581421,0.7898958325386047,0.8322267532348633,0.79710453748703,0.7742708325386047
33,0.8299999833106995,0.6256680488586426,0.8353464603424072,0.8212500214576721,0.7927083373069763,0.8378822207450867,0.7949391007423401,0.7886458039283752
34,0.8193749785423279,0.6644532084465027,0.8276962637901306,0.8106250166893005,0.7932291626930237,0.8183388710021973,0.7972987294197083,0.7870833277702332
35,0.8356249928474426,0.5977323055267334,0.8411392569541931,0.8306249976158142,0.7953125238418579,0.7922152280807495,0.8010203838348389,0.7850000262260437
36,0.8287500143051147,0.6327778697013855,0.8355555534362793,0.8224999904632568,0.793541669845581,0.8283872604370117,0.8008280992507935,0.785729169845581
37,0.828125,0.6440897583961487,0.8340750336647034,0.8199999928474426,0.7906249761581421,0.8128777146339417,0.7972629070281982,0.7828124761581421
38,0.8299999833106995,0.648094117641449,0.8354430198669434,0.824999988079071,0.7932291626930237,0.8198079466819763,0.7981816530227661,0.7864583134651184
39,0.8525000214576721,0.5815369486808777,0.8595041036605835,0.8450000286102295,0.7985416650772095,0.8012494444847107,0.8022889494895935,0.7959374785423279
40,0.8181250095367432,0.6779100298881531,0.8241269588470459,0.8112499713897705,0.7930208444595337,0.8258541226387024,0.8043854236602783,0.7757291793823242
41,0.8288401365280151,0.63959139585495,0.8367477655410767,0.819435715675354,0.796875,0.8012044429779053,0.8033779263496399,0.7878124713897705
42,0.8393750190734863,0.6058374643325806,0.8482142686843872,0.831250011920929,0.793541669845581,0.7878769636154175,0.7981845140457153,0.7877083420753479
43,0.8274999856948853,0.6380651593208313,0.835887610912323,0.8181250095367432,0.78885418176651,0.8168556690216064,0.7976088523864746,0.778333306312561
44,0.8418750166893005,0.592963457107544,0.846886932849884,0.8331249952316284,0.7954166531562805,0.8195939064025879,0.8000420928001404,0.7914583086967468
45,0.8149999976158142,0.6626231670379639,0.8276745676994324,0.8075000047683716,0.7906249761581421,0.8196422457695007,0.8054543733596802,0.7598958611488342
46,0.8374999761581421,0.6038016676902771,0.8452229499816895,0.8293750286102295,0.79708331823349,0.7960072755813599,0.8062372803688049,0.7836458086967468
47,0.8387500047683716,0.6053034067153931,0.8456632494926453,0.8287500143051147,0.7945833206176758,0.7893649935722351,0.8012984395027161,0.7842708230018616
48,0.8568750023841858,0.5549397468566895,0.8621997237205505,0.8525000214576721,0.7975000143051147,0.7653415203094482,0.8042367696762085,0.7869791388511658
49,0.8399999737739563,0.6221696734428406,0.8483502268791199,0.8356249928474426,0.7943750023841858,0.7983168959617615,0.8023824691772461,0.7858333587646484
50,0.8399999737739563,0.5898113250732422,0.8463010191917419,0.8293750286102295,0.7975000143051147,0.7947725057601929,0.804446816444397,0.7914583086967468
51,0.8487499952316284,0.5617662072181702,0.8526248931884766,0.8424999713897705,0.785729169845581,0.83286052942276,0.7956008315086365,0.7723958492279053
52,0.8343750238418579,0.6270965933799744,0.8416030406951904,0.8268749713897705,0.7941666841506958,0.7903927564620972,0.8027327060699463,0.7833333611488342
53,0.8450000286102295,0.5786888003349304,0.8523447513580322,0.840624988079071,0.7890625,0.8069238066673279,0.7979604601860046,0.7825000286102295
54,0.8256250023841858,0.6218733191490173,0.8405144810676575,0.8168749809265137,0.7917708158493042,0.788129985332489,0.8008981943130493,0.7802083492279053
55,0.8374999761581421,0.6101000308990479,0.8441889882087708,0.8262500166893005,0.791979193687439,0.7962971925735474,0.7994031310081482,0.78125
56,0.8450000286102295,0.586483359336853,0.8488888740539551,0.8356249928474426,0.7905208468437195,0.7891767024993896,0.802277684211731,0.770520806312561
57,0.8568750023841858,0.5348037481307983,0.8632911443710327,0.8525000214576721,0.7967708110809326,0.7874933481216431,0.8051341772079468,0.7906249761581421
58,0.8293750286102295,0.6173837184906006,0.8376830220222473,0.8224999904632568,0.7975000143051147,0.767663300037384,0.804937481880188,0.7913541793823242
59,0.8443750143051147,0.5695865154266357,0.8475222587585449,0.8337500095367432,0.7932291626930237,0.8057610988616943,0.8001271486282349,0.7864583134651184
60,0.8368750214576721,0.5650964975357056,0.8482314944267273,0.8243749737739563,0.7927083373069763,0.8185172080993652,0.7992392182350159,0.7879166603088379
61,0.8418750166893005,0.594581127166748,0.8479087352752686,0.8362500071525574,0.7929166555404663,0.7922049760818481,0.8006792664527893,0.7858333587646484
62,0.8293750286102295,0.6115990281105042,0.8383579254150391,0.8168749809265137,0.7940624952316284,0.7819576859474182,0.8068528771400452,0.7702083587646484
63,0.8368750214576721,0.5977577567100525,0.8471337556838989,0.831250011920929,0.7872916460037231,0.7986659407615662,0.8014215230941772,0.7634375095367432
64,0.846875011920929,0.5560848712921143,0.8583333492279053,0.8368750214576721,0.7958333492279053,0.78948575258255,0.8043084144592285,0.7856249809265137
65,0.8418750166893005,0.5607664585113525,0.856589138507843,0.8287500143051147,0.7913541793823242,0.8063428997993469,0.7955382466316223,0.7875000238418579
66,0.8531249761581421,0.5707119107246399,0.8585025668144226,0.8456249833106995,0.7983333468437195,0.7747188806533813,0.8054289221763611,0.7912499904632568
67,0.840624988079071,0.573173999786377,0.8481575846672058,0.8343750238418579,0.7922916412353516,0.7920656204223633,0.8013060688972473,0.7796875238418579
68,0.8363636136054993,0.5904074311256409,0.8458574414253235,0.825705349445343,0.7920833230018616,0.8002398610115051,0.8133124113082886,0.7560416460037231
69,0.8381249904632568,0.5774467587471008,0.8494554758071899,0.8287500143051147,0.7957291603088379,0.7864264249801636,0.8043801784515381,0.7881249785423279
70,0.8443750143051147,0.5674930214881897,0.855498731136322,0.8362500071525574,0.7946875095367432,0.7796267867088318,0.8024638891220093,0.7870833277702332
71,0.8462499976158142,0.5666409134864807,0.8555910587310791,0.8368750214576721,0.7915624976158142,0.7819280028343201,0.8056226372718811,0.7641666531562805
72,0.8318750262260437,0.5784953832626343,0.8457583785057068,0.8224999904632568,0.785729169845581,0.8097763061523438,0.7987034320831299,0.7699999809265137
73,0.8462499976158142,0.5333940982818604,0.8551372289657593,0.8374999761581421,0.792395830154419,0.7635598182678223,0.8049545884132385,0.7751041650772095
74,0.8399999737739563,0.5641670823097229,0.8552210330963135,0.8343750238418579,0.7884374856948853,0.7834386229515076,0.8017343878746033,0.7704166769981384
75,0.8506249785423279,0.5383797883987427,0.8621794581413269,0.840624988079071,0.7920833230018616,0.8002758622169495,0.8014351725578308,0.7794791460037231
76,0.8393750190734863,0.5742306113243103,0.850736677646637,0.8299999833106995,0.7909374833106995,0.7995681166648865,0.7980911731719971,0.7839583158493042
77,0.84375,0.551948070526123,0.8538312911987305,0.8287500143051147,0.7903125286102295,0.7889751195907593,0.8043054938316345,0.7744791507720947
78,0.8381249904632568,0.5964680314064026,0.8509954810142517,0.828125,0.7930208444595337,0.7722205519676208,0.8042288422584534,0.7805208563804626
79,0.8556249737739563,0.5405371785163879,0.8627951741218567,0.8450000286102295,0.7846875190734863,0.805404007434845,0.7991722822189331,0.7643749713897705
80,0.8387500047683716,0.5733423829078674,0.8506410121917725,0.8293750286102295,0.7957291603088379,0.7794714570045471,0.8040361404418945,0.7885416746139526
81,0.831250011920929,0.5819085240364075,0.8435286283493042,0.8187500238418579,0.792395830154419,0.7745263576507568,0.8023677468299866,0.7836458086967468
82,0.8431249856948853,0.5551156401634216,0.8536585569381714,0.831250011920929,0.7995833158493042,0.7588134407997131,0.8071686625480652,0.7905208468437195
83,0.8606250286102295,0.5135105848312378,0.8687580227851868,0.8481249809265137,0.7904166579246521,0.7884731292724609,0.8009417653083801,0.7795833349227905
84,0.8393750190734863,0.5694279074668884,0.8514469265937805,0.8274999856948853,0.7967708110809326,0.7819189429283142,0.8050883412361145,0.7878124713897705
85,0.846875011920929,0.5348355174064636,0.8573256731033325,0.8374999761581421,0.7944791913032532,0.7842304110527039,0.8031286597251892,0.786145806312561
86,0.8481249809265137,0.5445044040679932,0.8602564334869385,0.8387500047683716,0.7984374761581421,0.7435941696166992,0.8069819808006287,0.7873958349227905
87,0.8418750166893005,0.5456560254096985,0.8533762097358704,0.8293750286102295,0.7953125238418579,0.7722089290618896,0.8051254749298096,0.7854166626930237
88,0.8374999761581421,0.5581903457641602,0.8457106351852417,0.8256250023841858,0.7925000190734863,0.7699375152587891,0.8041014671325684,0.7760416865348816
89,0.8450000286102295,0.5462354421615601,0.8614183664321899,0.8274999856948853,0.7946875095367432,0.782993733882904,0.8043454885482788,0.7828124761581421
90,0.8318750262260437,0.5886291265487671,0.8463022708892822,0.8224999904632568,0.7991666793823242,0.757136881351471,0.8088675141334534,0.7886458039283752
91,0.862500011920929,0.5036776661872864,0.8736439347267151,0.8556249737739563,0.792395830154419,0.8011913299560547,0.7996827363967896,0.7876041531562805
92,0.8506249785423279,0.5424044132232666,0.8585147261619568,0.8381249904632568,0.7902083396911621,0.8107110261917114,0.8002802133560181,0.7734375
93,0.8299999833106995,0.6018610596656799,0.8409236669540405,0.8193749785423279,0.7863541841506958,0.7724829912185669,0.8002603650093079,0.7683333158493042
94,0.8443750143051147,0.5361083745956421,0.8565916419029236,0.8324999809265137,0.7905208468437195,0.7811933159828186,0.799358606338501,0.7789583206176758
95,0.8443750143051147,0.5705959796905518,0.8555770516395569,0.8293750286102295,0.7908333539962769,0.7823213338851929,0.8006858229637146,0.778333306312561
96,0.8600000143051147,0.5039656162261963,0.8718929290771484,0.8550000190734863,0.7945833206176758,0.7620963454246521,0.8043408393859863,0.7836458086967468
97,0.8418750166893005,0.5494306683540344,0.8578811287879944,0.8299999833106995,0.7934374809265137,0.7628363966941833,0.8054065704345703,0.7820833325386047
98,0.8399999737739563,0.5635750889778137,0.848814845085144,0.828125,0.7954166531562805,0.7596356272697449,0.8050267100334167,0.7840625047683716
99,0.8475000262260437,0.530271589756012,0.8601804375648499,0.8343750238418579,0.793541669845581,0.7674035429954529,0.8039742112159729,0.7796875238418579
