epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
14,0.8287500143051147,0.7063806056976318,0.8510066866874695,0.7925000190734863,0.7975000143051147,0.8038027286529541,0.8138573169708252,0.7378125190734863
15,0.8337500095367432,0.635511040687561,0.8598130941390991,0.8050000071525574,0.1821874976158142,1.776186227798462,0.3243243098258972,0.0037499999161809683
16,0.8512499928474426,0.5586927533149719,0.8716931343078613,0.8237500190734863,0.6068750023841858,1.2349408864974976,0.700772225856781,0.22687500715255737
17,0.8274999856948853,0.6663349270820618,0.8482024073600769,0.7962499856948853,0.3125,1.3981395959854126,0.4106425642967224,0.25562500953674316
18,0.8600000143051147,0.5722207427024841,0.8847184777259827,0.824999988079071,0.7671874761581421,0.9194397926330566,0.8080959320068359,0.6737499833106995
19,0.8274999856948853,0.6845441460609436,0.8536912798881531,0.7950000166893005,0.7425000071525574,0.9675589203834534,0.812535285949707,0.44968751072883606
20,0.8187500238418579,0.7108315229415894,0.8445945978164673,0.78125,0.4790624976158142,1.3036410808563232,0.719763994216919,0.22875000536441803
21,0.8262500166893005,0.7041395306587219,0.8550135493278503,0.7887499928474426,0.7718750238418579,0.9411982893943787,0.8074101209640503,0.6878125071525574
22,0.8387500047683716,0.6598630547523499,0.8646820187568665,0.7987499833106995,0.7806249856948853,0.9102989435195923,0.8315555453300476,0.5846874713897705
23,0.8600000143051147,0.5405954122543335,0.8754914999008179,0.8349999785423279,0.8056250214576721,0.6968858242034912,0.8201041221618652,0.7878124713897705
24,0.8012499809265137,0.7263349890708923,0.8301370143890381,0.7574999928474426,0.7818750143051147,0.814815878868103,0.8066053986549377,0.7403125166893005
25,0.84375,0.6365405321121216,0.8657718300819397,0.8062499761581421,0.7846875190734863,1.1318103075027466,0.7901546359062195,0.7825000286102295
26,0.8641509413719177,0.6233083009719849,0.8736842274665833,0.8352200984954834,0.7987499833106995,1.0266040563583374,0.8045375347137451,0.4321874976158142
27,0.8525000214576721,0.6043922305107117,0.8722002506256104,0.8274999856948853,0.7900000214576721,0.7651703357696533,0.8059900403022766,0.7568749785423279
28,0.84375,0.6026204824447632,0.8806970715522766,0.8212500214576721,0.7890625,0.81069016456604,0.8241245150566101,0.6618750095367432
29,0.8587499856948853,0.5308399796485901,0.8766404390335083,0.8349999785423279,0.7943750023841858,0.8904407620429993,0.7995553016662598,0.7865625023841858
30,0.8812500238418579,0.4744804799556732,0.9005235433578491,0.8600000143051147,0.3187499940395355,1.373267412185669,0.30692362785339355,0.26875001192092896
31,0.8575000166893005,0.5057552456855774,0.8700787425041199,0.8287500143051147,0.5378124713897705,1.0815647840499878,0.5775064826011658,0.48781248927116394
32,0.8799999952316284,0.49812376499176025,0.8883116841316223,0.8550000190734863,0.7868750095367432,0.7840858697891235,0.8635531067848206,0.5893750190734863
33,0.8700000047683716,0.5491295456886292,0.8797385692596436,0.8412500023841858,0.7956249713897705,0.9817447662353516,0.797207236289978,0.7850000262260437
34,0.8662499785423279,0.5000733733177185,0.8769633769989014,0.8374999761581421,0.7590625286102295,0.9434689283370972,0.815530002117157,0.620312511920929
35,0.862500011920929,0.5647751688957214,0.8730366230010986,0.8337500095367432,0.7787500023841858,0.7775047421455383,0.7921311259269714,0.7549999952316284
36,0.8525000214576721,0.5778918862342834,0.871052622795105,0.8274999856948853,0.7040625214576721,0.8662725687026978,0.7413068413734436,0.606249988079071
37,0.8762500286102295,0.48066821694374084,0.887159526348114,0.8550000190734863,0.7646874785423279,0.8221345543861389,0.7914512157440186,0.7174999713897705
38,0.8525000214576721,0.5854803323745728,0.8673740029335022,0.8174999952316284,0.7840625047683716,0.734112024307251,0.8075284361839294,0.7106249928474426
39,0.8754717111587524,0.5145865678787231,0.886274516582489,0.852830171585083,0.8040624856948853,0.7050322890281677,0.81640625,0.7837499976158142
40,0.862500011920929,0.4758475124835968,0.8934210538864136,0.8487499952316284,0.7475000023841858,0.8781686425209045,0.7757740616798401,0.7124999761581421
41,0.8500000238418579,0.5589059591293335,0.8650065660476685,0.824999988079071,0.4359374940395355,1.5219093561172485,0.4149789810180664,0.33937498927116394
42,0.8700000047683716,0.5077187418937683,0.8901960849761963,0.8512499928474426,0.7956249713897705,0.6626017689704895,0.8139147758483887,0.7640625238418579
43,0.8462499976158142,0.5281935930252075,0.8761650919914246,0.8224999904632568,0.7865625023841858,0.7476534843444824,0.7951768636703491,0.7728124856948853
44,0.8424999713897705,0.513689398765564,0.8727034330368042,0.831250011920929,0.7353125214576721,0.9544010758399963,0.7722808122634888,0.6634374856948853
45,0.8787500262260437,0.44338375329971313,0.8952134251594543,0.8650000095367432,0.8137500286102295,1.0682579278945923,0.8163201212882996,0.8096874952316284
46,0.8662499785423279,0.4590233862400055,0.8860927224159241,0.8362500071525574,0.5946875214576721,1.0162166357040405,0.6681797504425049,0.46000000834465027
47,0.8762500286102295,0.4799796938896179,0.8856040835380554,0.8612499833106995,0.6684374809265137,0.9421713948249817,0.6955139636993408,0.6153125166893005
48,0.8700000047683716,0.47800230979919434,0.8912466764450073,0.8399999737739563,0.8059375286102295,0.7864459753036499,0.816046953201294,0.7818750143051147
49,0.8725000023841858,0.47493624687194824,0.8928104639053345,0.8537499904632568,0.3621875047683716,1.788334608078003,0.35853341221809387,0.3453125059604645
50,0.8987500071525574,0.368321031332016,0.9106217622756958,0.8787500262260437,0.8209375143051147,0.7843453884124756,0.8303456902503967,0.8106250166893005
51,0.862500011920929,0.44476592540740967,0.8842653036117554,0.8500000238418579,0.5715625286102295,0.9836460947990417,0.6137377619743347,0.4300000071525574
52,0.8650000095367432,0.4859254062175751,0.8793774247169495,0.8475000262260437,0.800000011920929,1.1130776405334473,0.8043270707130432,0.7900000214576721
53,0.8675000071525574,0.5040906071662903,0.880674421787262,0.8487499952316284,0.5315625071525574,1.1841835975646973,0.5379049181938171,0.48781248927116394
54,0.8999999761581421,0.3557555675506592,0.9162371158599854,0.8887500166893005,0.8318750262260437,0.7022535800933838,0.8375634551048279,0.824999988079071
55,0.8799999952316284,0.42008471488952637,0.8944659233093262,0.8687499761581421,0.7996875047683716,0.8683918714523315,0.8086261749267578,0.7909374833106995
56,0.856249988079071,0.49994874000549316,0.871895432472229,0.8337500095367432,0.6943749785423279,0.8485808372497559,0.7221807241439819,0.6043750047683716
57,0.8837500214576721,0.40911856293678284,0.899608850479126,0.862500011920929,0.3149999976158142,2.4549241065979004,0.3127400875091553,0.30531251430511475
58,0.8762500286102295,0.43162858486175537,0.8855656981468201,0.8512499928474426,0.8221874833106995,0.6545009613037109,0.829585075378418,0.8184375166893005
59,0.8787500262260437,0.3934260904788971,0.8911651968955994,0.8700000047683716,0.8228124976158142,0.5833553671836853,0.8524808287620544,0.800000011920929
60,0.9012500047683716,0.4140203893184662,0.9173126816749573,0.887499988079071,0.3659375011920929,1.7087849378585815,0.35863378643989563,0.2953124940395355
61,0.8700000047683716,0.4801844656467438,0.8848167657852173,0.8450000286102295,0.7965624928474426,0.6806554198265076,0.8161616325378418,0.7574999928474426
62,0.8737499713897705,0.4329542815685272,0.8850129246711731,0.856249988079071,0.7409374713897705,0.8554849028587341,0.7638658285140991,0.71875
63,0.8912500143051147,0.3746683597564697,0.9006369709968567,0.8837500214576721,0.8299999833106995,0.6257350444793701,0.8414594531059265,0.8143749833106995
64,0.8812500238418579,0.4242212176322937,0.8916128873825073,0.8637499809265137,0.784375011920929,0.6920819282531738,0.8032894730567932,0.7631250023841858
65,0.8899999856948853,0.373775839805603,0.9113429188728333,0.8737499713897705,0.7990624904632568,0.7216399908065796,0.8081358075141907,0.7884374856948853
66,0.875,0.4240870177745819,0.8893178701400757,0.8637499809265137,0.8215625286102295,0.8845487833023071,0.8274224400520325,0.8165624737739563
67,0.8799999952316284,0.41236063838005066,0.8950777053833008,0.8637499809265137,0.7184374928474426,0.863778293132782,0.7435622215270996,0.6496875286102295
68,0.8824999928474426,0.48092547059059143,0.8933162093162537,0.8687499761581421,0.6815624833106995,0.9499648809432983,0.7042956948280334,0.660937488079071
69,0.8787500262260437,0.40482044219970703,0.8980392217636108,0.8587499856948853,0.6678125262260437,1.0199321508407593,0.7094647288322449,0.5715625286102295
70,0.8849999904632568,0.4129717946052551,0.8981958627700806,0.8712499737739563,0.8056250214576721,0.6921860575675964,0.8174501061439514,0.7934374809265137
71,0.875,0.4016520380973816,0.8880208134651184,0.8525000214576721,0.8046875,0.6631620526313782,0.8171593546867371,0.7946875095367432
72,0.8687499761581421,0.4369039237499237,0.8957783579826355,0.8487499952316284,0.8159375190734863,1.2187912464141846,0.8187834620475769,0.8118749856948853
73,0.8824999928474426,0.4128318130970001,0.892903208732605,0.8650000095367432,0.8199999928474426,0.6018037796020508,0.8322017192840576,0.8043749928474426
74,0.8862500190734863,0.38156548142433167,0.8948717713356018,0.8725000023841858,0.7240625023841858,0.9150523543357849,0.742671012878418,0.7124999761581421
75,0.8912500143051147,0.36497193574905396,0.9037227034568787,0.8799999952316284,0.8050000071525574,0.6130872964859009,0.8242009282112122,0.7896875143051147
76,0.8799999952316284,0.4223945736885071,0.8947368264198303,0.8712499737739563,0.7890625,0.7538217306137085,0.8026571869850159,0.7740625143051147
77,0.8725000023841858,0.3882325291633606,0.8853092789649963,0.8587499856948853,0.41499999165534973,1.7950716018676758,0.41879773139953613,0.39406248927116394
78,0.8924999833106995,0.35891079902648926,0.8989899158477783,0.8899999856948853,0.8146874904632568,0.6820861101150513,0.8492008447647095,0.7637500166893005
79,0.8899999856948853,0.3481738269329071,0.8958068490028381,0.8812500238418579,0.8224999904632568,0.6287925839424133,0.8496953248977661,0.784375011920929
80,0.8924999833106995,0.3937617838382721,0.9040920734405518,0.8837500214576721,0.7281249761581421,0.9144316911697388,0.7562909126281738,0.6856250166893005
81,0.8824999928474426,0.4030360281467438,0.8934531211853027,0.8700000047683716,0.4918749928474426,2.2265796661376953,0.4932778477668762,0.4815624952316284
82,0.8799999952316284,0.3932470679283142,0.9049479365348816,0.8687499761581421,0.8003125190734863,0.7170921564102173,0.815339982509613,0.7906249761581421
83,0.8812500238418579,0.38772445917129517,0.8924455642700195,0.8712499737739563,0.8087499737739563,0.6604499220848083,0.8472752571105957,0.7628124952316284
84,0.8999999761581421,0.3111017048358917,0.9101412296295166,0.8862500190734863,0.729687511920929,0.9841594099998474,0.7430779337882996,0.7212499976158142
85,0.9137499928474426,0.3025929927825928,0.9233716726303101,0.9037500023841858,0.8143749833106995,1.2065871953964233,0.8188976645469666,0.8125
86,0.8987500071525574,0.35048866271972656,0.9029374122619629,0.8837500214576721,0.6915624737739563,0.879291296005249,0.7531934380531311,0.5159375071525574
87,0.8899999856948853,0.3860233724117279,0.8970398902893066,0.8712499737739563,0.8259375095367432,0.5682851672172546,0.838605523109436,0.8118749856948853
88,0.8999999761581421,0.3056318461894989,0.9144316911697388,0.8949999809265137,0.6278125047683716,1.538694143295288,0.6334959268569946,0.6087499856948853
89,0.9100000262260437,0.3568442463874817,0.9157088398933411,0.8962500095367432,0.8043749928474426,0.6390845775604248,0.8210630416870117,0.7771875262260437
90,0.8799999952316284,0.38893580436706543,0.8930412530899048,0.8662499785423279,0.815625011920929,0.6511967182159424,0.8347457647323608,0.8003125190734863
91,0.8849999904632568,0.39174601435661316,0.9028497338294983,0.8712499737739563,0.6978124976158142,1.0941487550735474,0.7030803561210632,0.6918749809265137
92,0.8912500143051147,0.38214313983917236,0.8989769816398621,0.8787500262260437,0.8196874856948853,0.607154130935669,0.835756778717041,0.7903125286102295
93,0.9150000214576721,0.3114281892776489,0.9199491739273071,0.9049999713897705,0.8243749737739563,0.6235935091972351,0.8402366638183594,0.7987499833106995
94,0.8987500071525574,0.3455924689769745,0.9039692878723145,0.8824999928474426,0.7975000143051147,0.68317049741745,0.8103059530258179,0.7862499952316284
95,0.8974999785423279,0.3539367914199829,0.9086229205131531,0.8824999928474426,0.8162500262260437,0.6828343868255615,0.8238473534584045,0.8096874952316284
96,0.9049999713897705,0.3110160529613495,0.9122137427330017,0.8962500095367432,0.2653124928474426,4.365114212036133,0.22442588210105896,0.20156249403953552
97,0.8974999785423279,0.3350715637207031,0.9068877696990967,0.8887500166893005,0.8440625071525574,0.598488986492157,0.8523382544517517,0.8315625190734863
98,0.9200000166893005,0.2706241309642792,0.9252218008041382,0.9125000238418579,0.47593748569488525,3.14080810546875,0.4776119291782379,0.4699999988079071
99,0.9037500023841858,0.30145636200904846,0.9100126624107361,0.8974999785423279,0.8103125095367432,0.6337996125221252,0.8284683227539062,0.7893750071525574
